akeed_order_id,customer_id,item_count,grand_total,grand_total_php,deliverydistance,preparationtime,LOCATION_NUMBER,vendor_id,vendor_name,vendor_rating,compound_score_conv
263492,1PCE5SW,2,7.6,425.6,9.77,45,1,1,Kulpy Chicken,5,1
263493,YLN69YT,2,0.4,22.4,5.15,45,0,9,GrilledUp,2,1
263494,XCQP9ZP,1,20.7,1159.2,2.93,40,1,9,GrilledUp,3,1
263497,LKR0OY3,2,6.8,380.8,9.58,45,1,6,WaffleTime,4,1
263506,E1L5EUE,8,48.4,2710.4,9.44,40,1,4,Lolo Thomas' Catering,5,1
263515,A0IXED8,1,7.3,408.8,9.09,45,1,3,KFC,5,1
263517,AUD81Y7,2,14.7,823.2,6.31,45,1,3,KFC,5,1
263524,QXI8DGE,3,13.6,761.6,9.47,45,1,7,Angel's Pasta,5,1
263528,JECFCTY,2,8.2,459.2,4.06,40,0,5,Mcdo,5,1
263532,6VPSROF,1,12.5,700,11.55,45,1,2,Burger King,4,1
263543,XTA4RMO,4,18.2,1019.2,9.49,50,1,9,GrilledUp,5,1
263560,IEW5W5J,2,6.8,380.8,9.92,45,2,5,Mcdo,5,1
263563,P0IR161,4,62.4,3494.4,14.46,50,1,7,Angel's Pasta,1,1
263570,Q5R0F56,3,34,1904,12.61,50,1,7,Angel's Pasta,5,1
263572,OLPQD6M,2,18.2,1019.2,6.12,45,1,7,Angel's Pasta,5,1
263574,UAT1KXC,1,4.3,240.8,3.25,40,0,8,Ayumers,5,1
263576,8I2KIGY,2,6.5,364,9.22,50,1,3,KFC,5,1
263582,W98OFZI,2,11.4,638.4,9.66,45,1,9,GrilledUp,3,1
263595,YCIK719,2,22.3,1248.8,6.35,45,1,9,GrilledUp,5,1
263602,2Z8EZZ6,3,32.2,1803.2,10.23,50,0,1,Kulpy Chicken,4,1
263608,2FPW28Y,4,8.2,459.2,11.62,60,0,1,Kulpy Chicken,3,1
263623,CZ1G4KN,3,14.4,806.4,3.53,35,0,4,Lolo Thomas' Catering,5,1
263637,FOXOXV7,2,8.4,470.4,9.17,60,2,4,Lolo Thomas' Catering,5,1
263645,AOVFB4Z,2,12.2,683.2,12.65,45,0,3,KFC,5,1
263650,QKEKL3Y,7,39.4,2206.4,4.46,45,1,7,Angel's Pasta,4,1
263656,LFH8TV2,4,31.5,1764,2.04,35,3,6,WaffleTime,5,1
263660,BJZ7W7T,2,6.5,364,9.46,45,2,3,KFC,5,1
263665,M0W66SU,2,10.3,576.8,5.09,45,1,6,WaffleTime,5,1
263666,BO5JV25,4,42.8,2396.8,5.74,45,1,3,KFC,5,1
263668,UZZ2WAP,3,16.9,946.4,11.75,55,1,8,Ayumers,5,1
263672,BBJ3LU6,2,6.3,352.8,10.37,55,2,3,KFC,5,1
263674,4KE2QGO,5,24.5,1372,10.82,50,0,2,Burger King,4,1
263682,AN4LLE4,1,5.2,291.2,4.97,40,1,3,KFC,5,1
263689,A5MMQM6,1,3.8,212.8,9.08,55,1,3,KFC,4,1
263692,P2C9V9D,3,7.3,408.8,11.88,50,0,7,Angel's Pasta,1,1
263700,4FFTH26,1,5.7,319.2,12.95,55,1,2,Burger King,5,1
263709,JWUU5RM,2,8.4,470.4,3.09,35,0,6,WaffleTime,5,1
263716,ND1FAS8,2,9.2,515.2,9.11,55,1,7,Angel's Pasta,5,1
263721,0M4CQ9Y,2,8.7,487.2,7.16,45,0,1,Kulpy Chicken,5,1
263723,7AVU33C,2,26.4,1478.4,2.92,35,3,2,Burger King,1,1
263726,2N04MIR,2,9.6,537.6,6.66,40,3,1,Kulpy Chicken,4,1
263735,3H1FYEQ,1,4.3,240.8,9.94,50,1,1,Kulpy Chicken,5,1
263741,AQIXLKH,2,9.2,515.2,9.13,55,1,3,KFC,5,1
263745,ODZCJRG,1,5.4,302.4,7.22,45,0,7,Angel's Pasta,5,1
263747,2PK2B85,3,9,504,7.43,40,2,1,Kulpy Chicken,5,0
263748,S9APZI1,2,3.5,196,9.16,50,0,8,Ayumers,2,1
263750,EKF13E1,1,6,336,2.29,40,0,4,Lolo Thomas' Catering,5,1
263758,I1RX46W,3,14.7,823.2,9.15,40,2,5,Mcdo,5,1
263759,RJ3XF2Z,3,9,504,9.67,45,1,8,Ayumers,5,1
263768,O7JPOW5,2,8.2,459.2,8.28,45,0,7,Angel's Pasta,5,1
263769,20ZNKGP,4,36.5,2044,0.83,35,0,1,Kulpy Chicken,5,1
263770,EN5L5UQ,1,5.7,319.2,2.61,35,2,4,Lolo Thomas' Catering,5,1
263771,N65AAFS,1,6.3,352.8,8.73,45,0,6,WaffleTime,5,1
263774,SJSQ8GZ,4,24.2,1355.2,8.98,50,1,8,Ayumers,5,1
263785,I77DRKD,1,6.3,352.8,9.16,50,0,5,Mcdo,1,1
263788,VU7JW7F,2,11.1,621.6,9.08,40,1,9,GrilledUp,4,1
263791,XN6L0S1,7,24.2,1355.2,8.06,50,1,9,GrilledUp,5,1
263806,W912FH7,1,3.5,196,8.75,40,2,9,GrilledUp,5,1
263808,ATXSGH1,2,12.5,700,5.59,35,4,3,KFC,4,1
263809,OO9OUKM,2,14.7,823.2,6.32,45,1,7,Angel's Pasta,1,1
263810,YNK1HX4,1,3.3,184.8,9.55,45,1,9,GrilledUp,4,1
263812,PAT93RG,2,10.8,604.8,5.95,50,0,7,Angel's Pasta,4,1
263824,STWNQ4G,2,8.4,470.4,13.87,60,1,8,Ayumers,1,0
263825,HELMZLT,1,2.7,151.2,9.23,40,1,5,Mcdo,5,1
263828,4BCP3P6,6,28.8,1612.8,2.5,40,0,2,Burger King,4,1
263836,AX98XE0,1,5.2,291.2,2.33,35,1,3,KFC,3,1
263843,QKMZYXM,2,6.8,380.8,7.9,40,1,7,Angel's Pasta,5,1
263844,9IXG13N,1,5.7,319.2,9.3,45,1,3,KFC,4,1
263845,DV97DJH,2,7.6,425.6,6.78,45,0,4,Lolo Thomas' Catering,1,1
263853,4Q7OSJA,1,14.8,828.8,9.45,50,3,2,Burger King,5,1
263854,8MB8MAQ,2,7.9,442.4,14.34,50,1,3,KFC,4,1
263891,JZYNCQ2,1,6.3,352.8,9.63,45,1,6,WaffleTime,4,1
263894,RHO8J7H,3,42.1,2357.6,9.68,45,1,7,Angel's Pasta,4,1
263897,N19D4TM,2,9.5,532,10.14,50,1,6,WaffleTime,5,1
263899,BN3GSZJ,1,4.9,274.4,7.16,45,1,3,KFC,5,1
263908,MBLNLLF,2,8.4,470.4,9.16,40,2,6,WaffleTime,4,1
263910,TVSPG2H,3,7.6,425.6,8.13,45,3,8,Ayumers,1,1
263913,8549XZU,2,15.8,884.8,8.6,45,0,3,KFC,5,1
263917,A1HX2FJ,2,7.3,408.8,10.46,40,0,3,KFC,5,1
263928,RCTVCF8,1,7.6,425.6,14.39,45,0,7,Angel's Pasta,5,1
263935,QZKG7BG,5,17.1,957.6,14.69,50,2,7,Angel's Pasta,5,1
263939,A3LQ6CF,3,10.1,565.6,9.18,45,1,3,KFC,5,1
263941,R5ZQ99L,2,14.1,789.6,4.05,35,1,7,Angel's Pasta,4,1
263956,B7UI9ZN,3,8.2,459.2,4.99,40,1,3,KFC,4,1
263957,3LX343S,2,6.5,364,1.02,30,2,1,Kulpy Chicken,5,1
263960,TYB0JOW,1,4.6,257.6,2.64,40,0,8,Ayumers,5,1
263961,CQSAIEK,2,12.5,700,4.31,35,3,4,Lolo Thomas' Catering,5,1
263969,8143M0V,2,8.7,487.2,6.47,45,0,3,KFC,5,1
263972,XN2X44V,2,8.7,487.2,1.62,35,1,9,GrilledUp,5,1
263973,K9UGDAM,2,7.3,408.8,14.45,45,4,6,WaffleTime,5,1
263980,3S4LS1N,1,4.6,257.6,8.71,45,3,1,Kulpy Chicken,5,1
263984,Z3BTH2Q,1,4.3,240.8,7.58,45,1,9,GrilledUp,5,1
263985,F8I1OVN,2,11.4,638.4,4.14,40,1,4,Lolo Thomas' Catering,5,1
263986,3P2FF9N,2,7.9,442.4,4.58,40,2,1,Kulpy Chicken,5,1
263999,ROWZJUL,3,9.8,548.8,10.2,50,1,8,Ayumers,5,1
264000,AX98XE0,1,8.7,487.2,1.62,35,1,3,KFC,5,1
264008,V3LIT96,1,5.7,319.2,4.17,40,0,8,Ayumers,5,1
264013,7AVU33C,3,6,336,8.14,40,2,2,Burger King,5,1
264018,VDEJEMP,2,13.9,778.4,7.5,45,2,8,Ayumers,3,1
264024,7M61BS6,4,8.7,487.2,10.5,45,1,2,Burger King,5,1
264027,XUZRHIR,2,6,336,6.14,40,1,9,GrilledUp,3,1
264036,L1LYPLK,1,7,392,8.09,45,1,6,WaffleTime,5,1
264038,987BLM4,2,4.9,274.4,9.33,45,1,3,KFC,4,1
264042,LMPS5G0,2,18.5,1036,5.65,45,1,6,WaffleTime,5,1
264044,8AMMJN6,1,16.9,946.4,3.43,35,0,3,KFC,5,1
264046,F1ICF0P,5,9.5,532,5.92,40,5,4,Lolo Thomas' Catering,5,1
264051,XARUNI7,2,6.8,380.8,7.75,40,0,9,GrilledUp,5,1
264053,RLRYB9G,3,13.9,778.4,5.99,45,2,8,Ayumers,5,1
264054,1Z39OE6,3,9.5,532,8.08,40,3,1,Kulpy Chicken,5,1
264056,E2VECVG,4,13.3,744.8,3.03,40,0,4,Lolo Thomas' Catering,5,1
264063,LPC67,1,10.1,565.6,2.75,35,2,6,WaffleTime,5,1
264071,LJ25ZXP,1,7.4,414.4,10.67,50,1,6,WaffleTime,5,1
264076,NPKM68R,2,10.8,604.8,12.73,50,1,7,Angel's Pasta,5,1
264078,W4TMTEZ,3,14.5,812,11.39,55,4,9,GrilledUp,5,1
264091,1CR6NCR,4,18.8,1052.8,6.6,55,0,1,Kulpy Chicken,4,1
264094,VDY1B1V,1,5.9,330.4,9.54,45,2,8,Ayumers,2,1
264095,DU7X78K,1,7.9,442.4,2.35,40,2,4,Lolo Thomas' Catering,3,1
264096,XW90EAP,1,11.4,638.4,7.91,50,5,9,GrilledUp,5,1
264098,R9TSMT7,2,14.4,806.4,8.98,40,1,7,Angel's Pasta,5,1
264101,P6I0H2R,6,26.4,1478.4,7.75,40,2,7,Angel's Pasta,5,1
264113,AVWR2HI,2,16.6,929.6,0.88,35,3,3,KFC,5,1
264118,FKHI9N0,2,8.7,487.2,9.67,45,2,4,Lolo Thomas' Catering,5,1
264120,5KYBZTH,1,7.6,425.6,9.97,45,0,2,Burger King,5,1
264121,HFWDZNT,2,16.9,946.4,6.48,40,1,5,Mcdo,5,1
264124,2N04MIR,5,143.8,8052.8,3.47,40,2,1,Kulpy Chicken,4,1
264129,MOEVEPB,2,14.1,789.6,8.88,45,1,6,WaffleTime,5,1
264130,RSTCW9A,2,12.5,700,12.22,50,3,8,Ayumers,4,1
264132,MJZLPTK,2,6.5,364,2.71,40,3,6,WaffleTime,5,1
264134,C2E8VIX,2,9.9,554.4,9.65,55,4,4,Lolo Thomas' Catering,4,1
264154,ACP1R0Y,3,11.1,621.6,11.52,50,0,3,KFC,5,1
264156,P2D8IWA,4,27.9,1562.4,6.49,45,2,7,Angel's Pasta,5,0
264157,U31BNUR,5,16.6,929.6,7.21,40,3,8,Ayumers,5,1
264158,FB65J4Q,1,12.8,716.8,11.06,50,1,4,Lolo Thomas' Catering,5,1
264164,H1RA765,3,13.6,761.6,9.5,45,0,5,Mcdo,3,1
264165,IW70NTJ,2,8.4,470.4,11.02,45,1,5,Mcdo,3,1
264172,XDUQ9A1,5,55,3080,11.84,50,3,9,GrilledUp,5,1
264177,EVQSVK1,1,7.6,425.6,8.22,45,1,4,Lolo Thomas' Catering,3,1
264179,VTHMCR3,1,12.8,716.8,5.14,45,4,9,GrilledUp,5,1
264181,VWJMLZ8,2,10.3,576.8,7.24,40,2,9,GrilledUp,4,1
264189,XC8FLDW,1,4.6,257.6,5.83,45,0,9,GrilledUp,5,1
264192,0HITBVB,2,11.1,621.6,3.85,40,3,1,Kulpy Chicken,3,1
264193,9XDDOC9,3,37.1,2077.6,14.52,55,2,3,KFC,4,1
264202,VDEJEMP,2,10.1,565.6,7.74,40,2,8,Ayumers,3,1
264204,P56P3ZA,2,8.4,470.4,6.43,40,2,7,Angel's Pasta,4,1
264212,Y3OGIXZ,1,37.1,2077.6,5.38,40,3,9,GrilledUp,5,1
264221,R7PPAVP,1,6,336,5.57,45,1,7,Angel's Pasta,5,1
264227,2W1QP0M,3,9.5,532,8.33,45,0,1,Kulpy Chicken,5,1
264228,B9HSJBN,2,16.9,946.4,4.74,45,2,3,KFC,5,1
264244,D7YLSX6,2,10.9,610.4,6.53,45,1,4,Lolo Thomas' Catering,5,0
264263,Q877CUA,1,9.2,515.2,4.4,35,0,7,Angel's Pasta,4,1
264264,3IHS3NB,1,3.8,212.8,8.23,45,1,1,Kulpy Chicken,5,1
264271,4XT1EKV,1,8.2,459.2,10.37,45,2,2,Burger King,5,1
264276,66KCCJM,2,10.5,588,3.2,40,1,2,Burger King,5,1
264277,6IP4MC6,2,20.9,1170.4,4.46,45,4,2,Burger King,5,1
264315,SSFZ9O6,2,13.9,778.4,4.02,45,2,8,Ayumers,5,1
264322,5J03NWX,1,11.4,638.4,7.68,50,3,2,Burger King,5,1
264329,I36L9KE,2,9.2,515.2,2.95,35,3,5,Mcdo,5,1
264330,OYGYQH4,2,9.2,515.2,2.79,40,1,7,Angel's Pasta,5,1
264331,ICN6274,1,4.6,257.6,7.07,45,4,5,Mcdo,5,1
264339,4I5L9CP,2,9,504,6.62,40,2,2,Burger King,5,1
264347,AW7YVW3,5,45.4,2542.4,4.27,35,1,3,KFC,5,1
264348,EG814OV,1,11.6,649.6,5,45,1,4,Lolo Thomas' Catering,5,1
264349,J208F0S,1,3.5,196,12.09,45,1,5,Mcdo,5,1
264350,B2MVWCA,1,7.6,425.6,10.31,45,0,3,KFC,5,1
264357,4FFTH26,4,16.3,912.8,13.34,60,1,2,Burger King,5,1
264366,UXZIUJU,5,19.8,1108.8,11,45,1,8,Ayumers,2,1
264369,WYFQQAI,3,9.2,515.2,10.17,40,0,9,GrilledUp,5,1
264380,OX9QRI3,2,7.3,408.8,6.79,45,0,7,Angel's Pasta,5,1
264388,HY5CUO4,1,5.2,291.2,10.91,50,2,5,Mcdo,3,1
264389,B8A9O8F,1,4.1,229.6,1.53,30,0,3,KFC,5,1
264394,HJFTTGW,3,12.5,700,13.31,40,8,5,Mcdo,5,1
264396,8YASTIG,1,5.2,291.2,5.42,35,2,3,KFC,4,1
264399,FLDZ9OM,1,5.2,291.2,7.2,40,0,4,Lolo Thomas' Catering,3,1
264400,6EFJRRA,5,27.2,1523.2,6.83,45,1,2,Burger King,5,1
264412,LZ909IB,1,7.9,442.4,8.6,40,2,6,WaffleTime,5,1
264414,GJFFKQ3,2,7.6,425.6,4.65,40,2,5,Mcdo,5,1
264416,6GFSC,2,9.5,532,9.28,50,1,2,Burger King,3,1
264419,N7TH687,1,2.2,123.2,1.28,30,0,6,WaffleTime,5,1
264424,O83NGJ2,2,10.3,576.8,7.87,45,1,7,Angel's Pasta,5,1
264427,JU8MM2A,4,13.6,761.6,2.01,30,1,6,WaffleTime,4,1
264431,JDIITTE,2,10.6,593.6,3.64,40,1,5,Mcdo,5,1
264434,6ZJXJA7,1,4.3,240.8,1.29,35,1,2,Burger King,5,1
264439,1OQGDT8,2,4.6,257.6,11.71,45,1,1,Kulpy Chicken,4,1
264441,JRFXYGJ,2,15.8,884.8,9.04,40,0,6,WaffleTime,5,1
264446,T9S0SP6,5,25.6,1433.6,8.69,45,1,8,Ayumers,5,1
264447,DB7UL05,1,8.4,470.4,9.03,55,1,4,Lolo Thomas' Catering,5,1
264449,L1A2902,1,5.1,285.6,10.99,50,0,6,WaffleTime,5,1
264460,UI2825G,1,8.7,487.2,10.9,50,0,8,Ayumers,4,1
264464,EBHTPFM,2,9.5,532,6.43,40,1,4,Lolo Thomas' Catering,5,1
264469,JXUWZ2D,1,9.5,532,1.37,35,0,6,WaffleTime,4,1
264471,OCQKGW5,1,3.8,212.8,10.71,45,0,7,Angel's Pasta,5,1
264488,B3VMFIV,3,10.1,565.6,8.03,50,0,3,KFC,4,1
264490,J2RP6NN,2,5.7,319.2,10.01,55,1,5,Mcdo,5,1
264492,V57PEGP,1,6,336,11.07,50,1,8,Ayumers,3,1
264503,4W92U09,1,7.3,408.8,10.19,50,2,2,Burger King,5,1
264507,AF9UQD1,1,14,784,10.75,45,4,3,KFC,4,1
264510,K1BEV8S,1,8.4,470.4,8.96,45,1,6,WaffleTime,5,1
264515,M96D5QT,2,10.6,593.6,9.39,45,0,6,WaffleTime,5,1
264517,XJ8RDQI,2,11.7,655.2,3.84,40,4,9,GrilledUp,5,1
264521,Z9RD4XX,1,14.7,823.2,9.7,45,1,9,GrilledUp,3,1
264522,V46G0TX,2,7.6,425.6,8.88,45,1,8,Ayumers,5,1
264530,CYC9RPO,1,5.7,319.2,1.49,30,0,4,Lolo Thomas' Catering,3,1
264539,EVBECSV,1,8.2,459.2,3.5,35,1,4,Lolo Thomas' Catering,5,1
264563,38Z01BI,2,13.3,744.8,9.2,50,0,1,Kulpy Chicken,1,1
264564,5ADWBLV,3,9.8,548.8,8.95,45,1,2,Burger King,5,1
264568,7DO26LY,2,14.4,806.4,9.41,45,5,2,Burger King,5,1
264569,V5T4O78,1,15.4,862.4,4.23,40,2,8,Ayumers,5,1
264575,1ARHPOA,2,7.9,442.4,8.49,40,0,1,Kulpy Chicken,5,1
264579,1EMNPG4,2,5.4,302.4,13.46,50,0,1,Kulpy Chicken,5,1
264580,PGTLDKQ,3,9,504,9.44,45,1,7,Angel's Pasta,4,1
264581,YHYJ46A,2,6.5,364,9.45,45,0,9,GrilledUp,5,1
264587,ONAK0Q8,5,24,1344,7.86,45,1,7,Angel's Pasta,5,1
264591,JV914FB,2,13.6,761.6,11.5,45,1,6,WaffleTime,1,1
264594,JALMVNE,5,11.1,621.6,8.36,40,2,5,Mcdo,5,1
264595,XARUNI7,1,7.3,408.8,8.35,45,0,9,GrilledUp,5,1
264599,HF950CV,1,25.3,1416.8,3.02,35,2,5,Mcdo,5,1
264602,JFGJ8IG,1,16.7,935.2,1.59,40,0,5,Mcdo,5,0
264608,HSKCXYG,1,9,504,7.32,40,1,5,Mcdo,5,1
264609,ETQS9BS,3,31.3,1752.8,4.45,45,1,4,Lolo Thomas' Catering,5,1
264611,O7DEOG1,3,45.3,2536.8,6.21,40,1,7,Angel's Pasta,5,1
264620,H3ZGDRJ,3,7.9,442.4,11.62,60,0,5,Mcdo,5,1
264625,3VCOB8I,4,11.1,621.6,7.14,45,3,2,Burger King,5,1
264627,CYZCASF,1,6.5,364,6.88,50,1,4,Lolo Thomas' Catering,5,1
264630,3O3JZ45,4,19.3,1080.8,8.91,45,0,1,Kulpy Chicken,5,1
264655,O3LKX9A,1,16.8,940.8,10.01,45,1,7,Angel's Pasta,5,1
264660,YNK1HX4,3,10.3,576.8,9.55,45,1,9,GrilledUp,5,1
264661,QVVEOU0,2,11.1,621.6,8.52,45,1,7,Angel's Pasta,5,1
264663,CN30C2Y,3,7.3,408.8,8.78,45,1,4,Lolo Thomas' Catering,5,1
264665,HL5I5TL,4,0,0,9.27,55,0,5,Mcdo,4,1
264667,11ZIT7S,2,5.2,291.2,2.81,35,1,1,Kulpy Chicken,5,1
264668,B2NHFID,1,9.2,515.2,5.7,40,0,3,KFC,5,1
264672,W6Z2K9V,1,6.8,380.8,9.33,45,0,9,GrilledUp,5,1
264682,1MQY0XU,1,5.2,291.2,10.38,60,1,1,Kulpy Chicken,5,1
264693,FT64I8W,4,45.1,2525.6,6.34,45,2,4,Lolo Thomas' Catering,5,1
264702,SF90R7R,1,13.9,778.4,9.9,35,0,8,Ayumers,5,0
264705,HT4O02S,2,14.1,789.6,2.57,40,1,5,Mcdo,5,1
264707,JPM4UX3,2,10.3,576.8,4.74,40,0,6,WaffleTime,5,1
264720,NZ4L7J4,1,6.8,380.8,9.78,45,1,7,Angel's Pasta,5,1
264729,9NDRGOY,6,17.9,1002.4,8.67,50,2,3,KFC,5,1
264732,IR6XO8V,1,4.6,257.6,7.43,45,2,5,Mcdo,5,1
264744,HTGRU64,1,9,504,9.36,45,1,5,Mcdo,5,1
264756,IPIND4I,4,9.9,554.4,9.01,50,1,5,Mcdo,3,1
264761,WTDDLG9,2,6.5,364,9.42,45,0,9,GrilledUp,5,1
264763,K21OY05,9,28.7,1607.2,11.68,45,2,6,WaffleTime,5,1
264765,7TYKW5L,3,16.6,929.6,8.65,40,0,3,KFC,5,1
264769,P29BWW9,1,44.7,2503.2,12.19,50,2,7,Angel's Pasta,3,1
264773,38RZFJP,2,8.7,487.2,1.69,35,1,1,Kulpy Chicken,5,1
264779,IHCYUZR,2,8.4,470.4,10.48,60,0,5,Mcdo,5,1
264789,X65DCB1,3,10.1,565.6,9.98,55,1,9,GrilledUp,5,1
264790,1AP508C,2,11.4,638.4,9.23,55,0,1,Kulpy Chicken,5,1
264791,AYPZ7WX,2,3.8,212.8,9.16,40,1,3,KFC,5,1
264797,A3O5ZBY,4,19.6,1097.6,7.02,45,1,3,KFC,5,1
264800,42C98DL,4,18.3,1024.8,8.28,45,1,2,Burger King,5,1
264802,0PCQBYY,2,15,840,4.26,45,0,1,Kulpy Chicken,4,1
264804,K5LO5A5,1,9,504,9.01,45,0,6,WaffleTime,4,1
264814,ZDC8CEQ,3,16,896,10.23,45,1,9,GrilledUp,5,1
264816,HV25BA3,3,15.8,884.8,10.03,55,1,5,Mcdo,5,1
264824,KH3YPIV,1,6,336,7.21,45,1,6,WaffleTime,5,1
264825,6SLC4VZ,6,27.2,1523.2,9.75,45,1,2,Burger King,3,1
264833,MJIUZVN,2,20.4,1142.4,11.31,65,1,6,WaffleTime,3,1
264853,KT3RFS1,1,4.1,229.6,11.12,50,1,6,WaffleTime,1,1
264854,R0RZ2CQ,1,3.3,184.8,9.8,45,0,7,Angel's Pasta,5,1
264866,3SXFAFT,1,10.9,610.4,4.03,40,0,2,Burger King,5,1
264875,P8IFV93,4,8.2,459.2,1.25,30,1,7,Angel's Pasta,5,1
264876,VP87DN5,4,16.3,912.8,8.23,50,1,9,GrilledUp,5,1
264877,OL1EW1M,2,13.9,778.4,9.57,45,1,7,Angel's Pasta,5,1
264878,WM6KURU,4,12,672,9.74,45,2,9,GrilledUp,5,1
264882,55EN7KH,1,4.6,257.6,4.51,40,0,2,Burger King,5,1
264888,KV3K4KW,1,11.1,621.6,8.07,55,1,6,WaffleTime,5,1
264894,Q32CYG6,2,20.4,1142.4,3.11,35,0,7,Angel's Pasta,5,1
264898,N6PPDXI,1,7.6,425.6,9.09,45,1,6,WaffleTime,5,1
264902,4ZFD8TE,2,6.8,380.8,11.2,60,0,2,Burger King,5,1
264904,VWJMLZ8,4,38.9,2178.4,1.94,40,4,9,GrilledUp,5,1
264908,CYZCASF,1,6.5,364,6.88,50,1,4,Lolo Thomas' Catering,5,1
264913,LWRZTWF,1,5.1,285.6,11.34,50,3,6,WaffleTime,5,1
264917,Z9HE0WS,3,16,896,12.57,45,2,9,GrilledUp,1,1
264922,DM7N8NV,2,9.2,515.2,10.29,45,1,4,Lolo Thomas' Catering,5,1
264925,VSQM72V,2,9.2,515.2,8.74,55,1,9,GrilledUp,5,1
264931,VSQM72V,1,6.3,352.8,7.62,50,1,9,GrilledUp,5,1
264935,7XVG3L9,1,11.4,638.4,11.08,50,1,3,KFC,5,1
264936,3B60YHD,3,24.2,1355.2,10.17,45,4,1,Kulpy Chicken,5,1
264956,TSWBYSW,2,11.7,655.2,3.01,35,0,8,Ayumers,5,1
264959,YY6U5WO,2,12.2,683.2,9.42,45,1,9,GrilledUp,5,1
264973,PO53F9X,4,13,728,11.61,50,1,7,Angel's Pasta,5,1
264976,N3SL1IH,3,14.4,806.4,5.19,40,1,6,WaffleTime,4,1
264979,381JOC9,2,14.7,823.2,5.01,40,0,1,Kulpy Chicken,5,1
264984,NEQ8275,2,12.5,700,8.51,40,1,7,Angel's Pasta,5,1
264986,YDUTFY0,1,7.1,397.6,9.03,50,1,9,GrilledUp,5,1
264994,DO4GT4A,1,9.5,532,4.09,40,1,4,Lolo Thomas' Catering,4,1
264997,E0ES6OY,1,3.8,212.8,9.94,50,1,4,Lolo Thomas' Catering,5,1
265010,OC4X0C0,2,11.1,621.6,10.11,45,3,7,Angel's Pasta,5,1
265013,2XL7CXQ,7,98.9,5538.4,6.75,45,2,1,Kulpy Chicken,5,1
265016,XI3B7G0,5,13.6,761.6,2.46,45,0,9,GrilledUp,3,1
265026,QCAJAEN,3,6.3,352.8,1.69,30,2,7,Angel's Pasta,4,1
265030,C8D4BO3,7,65.2,3651.2,7.13,45,4,4,Lolo Thomas' Catering,5,1
265034,ROWZJUL,2,6.8,380.8,10.2,50,1,8,Ayumers,5,1
265045,HAJ60W9,3,14.7,823.2,3.15,35,2,5,Mcdo,5,1
265048,088BPLC,2,8.2,459.2,8.6,40,2,1,Kulpy Chicken,5,1
265049,SJSQ8GZ,1,7.3,408.8,7.39,45,1,8,Ayumers,4,1
265055,O7DWUJG,2,11.7,655.2,7.47,50,0,7,Angel's Pasta,2,1
265057,J7L5ZQK,3,9.8,548.8,9.98,45,0,5,Mcdo,2,1
265061,PQQZSL8,2,6.5,364,8.86,45,1,7,Angel's Pasta,5,1
265066,TANRIAA,2,12.2,683.2,8.96,50,1,8,Ayumers,3,0
265078,5JYNTLH,1,8.2,459.2,8.71,50,2,2,Burger King,5,1
265081,OQ2A9PR,2,35.9,2010.4,13.22,50,1,7,Angel's Pasta,5,1
265084,BX2RC89,1,9.8,548.8,9.31,50,1,3,KFC,4,1
265087,DHNXD5Q,3,11.4,638.4,8.49,45,1,4,Lolo Thomas' Catering,5,1
265093,349OAXE,2,20.7,1159.2,11.88,50,1,1,Kulpy Chicken,5,1
265095,4G4L2WC,2,11.1,621.6,10.25,50,3,2,Burger King,5,1
265097,T1UOQG7,1,6,336,8.86,50,0,8,Ayumers,5,1
265099,20E1IQT,1,6.8,380.8,8.66,50,3,1,Kulpy Chicken,5,1
265100,6Z9WAR1,1,5.2,291.2,5.84,40,1,2,Burger King,5,1
265105,HJFTTGW,2,9,504,4.73,45,2,5,Mcdo,5,1
265107,I4LCRRH,3,11.7,655.2,8.84,40,1,5,Mcdo,5,1
265111,JIB0U73,1,15.7,879.2,10.84,50,2,5,Mcdo,5,1
265116,NXSZHTX,3,19,1064,3.1,40,2,7,Angel's Pasta,5,1
265118,ED4HOKW,1,3.3,184.8,9.95,45,0,4,Lolo Thomas' Catering,3,1
265127,T37YKQQ,5,16.3,912.8,5.51,45,2,8,Ayumers,3,1
265134,381JOC9,3,14.7,823.2,5.01,40,0,1,Kulpy Chicken,5,1
265137,Q4KLOSX,2,9.2,515.2,5.8,45,2,7,Angel's Pasta,5,1
265138,EBHTPFM,3,13.3,744.8,1.98,35,1,4,Lolo Thomas' Catering,5,0
265140,G1ZSTIU,3,13.9,778.4,9.23,50,3,5,Mcdo,3,1
265149,ZCP73QX,5,56.5,3164,13.37,60,1,9,GrilledUp,4,1
265152,CF80YUJ,2,10.6,593.6,1.59,35,1,4,Lolo Thomas' Catering,5,1
265153,7PG0WSJ,1,5.7,319.2,6.84,50,0,2,Burger King,5,1
265156,F40FS2S,6,29.6,1657.6,8.47,40,0,4,Lolo Thomas' Catering,5,1
265163,EQ4MMC5,6,19.8,1108.8,7.85,45,2,4,Lolo Thomas' Catering,5,1
265166,YTRTWMP,3,14.4,806.4,3.9,40,0,9,GrilledUp,5,1
265172,EDBS7LF,4,12.2,683.2,1.95,35,2,4,Lolo Thomas' Catering,3,1
265179,CQSAIEK,2,19.8,1108.8,9.89,45,3,4,Lolo Thomas' Catering,5,1
265185,D39HP1S,1,6.3,352.8,5.13,45,0,4,Lolo Thomas' Catering,5,1
